2024-05-08 10:28:41;0;67:2B:BD:3E:40:BF;6D:6D:D6:C4:48:97;12:88:59:BF:E7:2A;6C:D9:7F:4E:A4:B0;7D:E5:00:1D:D2:3B;00:07:4D:D6:6C:AB;58:C0:85:83:DF:72;36:26:B2:D7:E6:52;C8:A3:F8:37:7A:7D
2024-05-08 10:28:52;0;58:C0:85:83:DF:72;6D:6D:D6:C4:48:97;67:2B:BD:3E:40:BF;12:88:59:BF:E7:2A;7D:E5:00:1D:D2:3B;00:07:4D:D6:6C:AB;6C:D9:7F:4E:A4:B0
2024-05-08 10:29:03;0;6C:D9:7F:4E:A4:B0;7D:E5:00:1D:D2:3B;58:C0:85:83:DF:72;67:2B:BD:3E:40:BF;00:07:4D:D6:6C:AB;12:88:59:BF:E7:2A;6D:6D:D6:C4:48:97;E5:D5:7B:31:60:C1
2024-05-08 10:29:14;0;58:C0:85:83:DF:72;6D:6D:D6:C4:48:97;67:2B:BD:3E:40:BF;7D:E5:00:1D:D2:3B;12:88:59:BF:E7:2A;00:07:4D:D6:6C:AB;6C:D9:7F:4E:A4:B0
2024-05-08 10:29:25;0;00:07:4D:D6:6C:AB;12:88:59:BF:E7:2A;58:C0:85:83:DF:72;67:2B:BD:3E:40:BF;7D:E5:00:1D:D2:3B;E5:D5:7B:31:60:C1;41:B2:14:61:67:71;6D:6D:D6:C4:48:97;6C:D9:7F:4E:A4:B0;5F:96:E7:9E:1A:92
2024-05-08 10:29:36;0;67:2B:BD:3E:40:BF;12:88:59:BF:E7:2A;00:07:4D:D6:6C:AB;58:C0:85:83:DF:72;6D:6D:D6:C4:48:97;E5:D5:7B:31:60:C1;41:B2:14:61:67:71;6C:D9:7F:4E:A4:B0;C8:A3:F8:37:7A:7D
2024-05-08 10:29:47;0;67:2B:BD:3E:40:BF;6D:6D:D6:C4:48:97;00:07:4D:D6:6C:AB;12:88:59:BF:E7:2A;58:C0:85:83:DF:72;E5:D5:7B:31:60:C1;6C:D9:7F:4E:A4:B0;41:B2:14:61:67:71;C8:A3:F8:37:7A:7D
2024-05-08 10:29:58;0;67:2B:BD:3E:40:BF;6D:6D:D6:C4:48:97;58:C0:85:83:DF:72;56:87:E6:95:9C:B0;12:88:59:BF:E7:2A;6C:D9:7F:4E:A4:B0;00:07:4D:D6:6C:AB;5F:96:E7:9E:1A:92;41:B2:14:61:67:71;C8:A3:F8:37:7A:7D
2024-05-08 10:30:10;0;58:C0:85:83:DF:72;6D:6D:D6:C4:48:97;12:88:59:BF:E7:2A;67:2B:BD:3E:40:BF;00:07:4D:D6:6C:AB;6C:D9:7F:4E:A4:B0;41:B2:14:61:67:71
2024-05-08 10:30:21;0;00:07:4D:D6:6C:AB;58:C0:85:83:DF:72;12:88:59:BF:E7:2A;67:2B:BD:3E:40:BF;6C:D9:7F:4E:A4:B0;41:B2:14:61:67:71;52:9D:47:8C:A8:10;6D:6D:D6:C4:48:97;56:87:E6:95:9C:B0
2024-05-08 10:30:32;0;6C:D9:7F:4E:A4:B0;58:C0:85:83:DF:72;67:2B:BD:3E:40:BF;12:88:59:BF:E7:2A;00:07:4D:D6:6C:AB;41:B2:14:61:67:71;6D:6D:D6:C4:48:97;E5:D5:7B:31:60:C1
2024-05-08 10:30:43;0;00:07:4D:D6:6C:AB;58:C0:85:83:DF:72;12:88:59:BF:E7:2A;41:B2:14:61:67:71;67:2B:BD:3E:40:BF;6C:D9:7F:4E:A4:B0;6D:6D:D6:C4:48:97;C8:A3:F8:37:7A:7D
2024-05-08 10:30:54;0;12:88:59:BF:E7:2A;67:2B:BD:3E:40:BF;6C:D9:7F:4E:A4:B0;6D:6D:D6:C4:48:97;58:C0:85:83:DF:72;00:07:4D:D6:6C:AB;41:B2:14:61:67:71
2024-05-08 10:31:05;0;6D:6D:D6:C4:48:97;58:C0:85:83:DF:72;41:B2:14:61:67:71;6C:D9:7F:4E:A4:B0;12:88:59:BF:E7:2A;67:2B:BD:3E:40:BF;00:07:4D:D6:6C:AB
2024-05-08 10:31:16;0;12:88:59:BF:E7:2A;67:2B:BD:3E:40:BF;58:C0:85:83:DF:72;E5:D5:7B:31:60:C1;56:87:E6:95:9C:B0;6D:6D:D6:C4:48:97;00:07:4D:D6:6C:AB;6C:D9:7F:4E:A4:B0;C8:A3:F8:37:7A:7D;41:B2:14:61:67:71
2024-05-08 10:31:27;0;6C:D9:7F:4E:A4:B0;00:07:4D:D6:6C:AB;6D:6D:D6:C4:48:97;12:88:59:BF:E7:2A;58:C0:85:83:DF:72;67:2B:BD:3E:40:BF;41:B2:14:61:67:71;52:9D:47:8C:A8:10
2024-05-08 10:31:38;0;6C:D9:7F:4E:A4:B0;12:88:59:BF:E7:2A;41:B2:14:61:67:71;00:07:4D:D6:6C:AB;58:C0:85:83:DF:72;56:87:E6:95:9C:B0;67:2B:BD:3E:40:BF;6D:6D:D6:C4:48:97;52:9D:47:8C:A8:10
2024-05-08 10:31:49;0;12:88:59:BF:E7:2A;58:C0:85:83:DF:72;41:B2:14:61:67:71;67:2B:BD:3E:40:BF;6C:D9:7F:4E:A4:B0;00:07:4D:D6:6C:AB;6D:6D:D6:C4:48:97
2024-05-08 10:32:00;0;12:88:59:BF:E7:2A;67:2B:BD:3E:40:BF;6D:6D:D6:C4:48:97;41:B2:14:61:67:71;58:C0:85:83:DF:72;69:72:BB:24:36:3F;57:41:2E:73:BA:E9;56:87:E6:95:9C:B0;6C:D9:7F:4E:A4:B0;42:E0:B9:B0:8A:47;00:07:4D:D6:6C:AB;4C:93:52:A3:B2:B3;DA:16:71:9F:C1:29
2024-05-08 10:32:12;0;58:C0:85:83:DF:72;12:88:59:BF:E7:2A;67:2B:BD:3E:40:BF;0E:3D:24:CC:DB:AE;41:B2:14:61:67:71;6C:D9:7F:4E:A4:B0;00:07:4D:D6:6C:AB;6D:6D:D6:C4:48:97;42:E0:B9:B0:8A:47
2024-05-08 10:32:23;0;6C:D9:7F:4E:A4:B0;12:88:59:BF:E7:2A;00:07:4D:D6:6C:AB;58:C0:85:83:DF:72;6D:6D:D6:C4:48:97;0E:3D:24:CC:DB:AE;67:2B:BD:3E:40:BF;42:E0:B9:B0:8A:47;41:B2:14:61:67:71;57:41:2E:73:BA:E9;4C:93:52:A3:B2:B3;69:72:BB:24:36:3F
2024-05-08 10:32:34;0;41:B2:14:61:67:71;58:C0:85:83:DF:72;00:07:4D:D6:6C:AB;12:88:59:BF:E7:2A;DA:16:71:9F:C1:29;42:E0:B9:B0:8A:47;69:72:BB:24:36:3F;56:87:E6:95:9C:B0;67:2B:BD:3E:40:BF;C1:79:51:09:22:64;6C:D9:7F:4E:A4:B0;6D:6D:D6:C4:48:97;0E:3D:24:CC:DB:AE;57:41:2E:73:BA:E9
2024-05-08 10:32:45;0;58:C0:85:83:DF:72;12:88:59:BF:E7:2A;00:07:4D:D6:6C:AB;67:2B:BD:3E:40:BF;41:B2:14:61:67:71;57:41:2E:73:BA:E9;6D:6D:D6:C4:48:97;6C:D9:7F:4E:A4:B0;42:E0:B9:B0:8A:47;69:72:BB:24:36:3F;4C:93:52:A3:B2:B3
2024-05-08 10:32:56;0;00:07:4D:D6:6C:AB;67:2B:BD:3E:40:BF;41:B2:14:61:67:71;24:AA:DF:71:98:55;58:C0:85:83:DF:72;42:E0:B9:B0:8A:47;69:72:BB:24:36:3F;6C:D9:7F:4E:A4:B0;6D:6D:D6:C4:48:97;52:9D:47:8C:A8:10;57:41:2E:73:BA:E9
